1.1056616848780696e-12	-4.1667500644324701e-19
1.3568465160401880e-12	-1.0610147840382820e-17
2.2079559012481548e-12	-1.1413250839378292e-17
4.0146885879675955e-12	-2.5410594753313039e-17
7.5185927298469082e-12	-3.1911424338969000e-17
1.4126181854507091e-11	-1.1236510721381025e-17
2.6426595765048241e-11	-2.0062889898737636e-17
4.9120155762374475e-11	-2.9309719687567210e-17
9.0659906730083707e-11	-1.0837940794913638e-17
1.6612012820244508e-10	-2.0556898756740381e-17
3.0216852975671245e-10	-3.0864443416502617e-17
5.4560476092206285e-10	-4.5863800121937547e-17
9.7790098401253665e-10	-5.9664437560305761e-17
1.7397469111091725e-09	-1.8923642752847326e-17
3.0721213795016612e-09	-2.2902650809966993e-17
5.3844078806321166e-09	-3.0822670223748367e-17
9.3663526599387538e-09	-2.7275852956116600e-17
1.6170415578864690e-08	-2.9135295811982283e-17
2.7706044877264269e-08	-3.3542326219718673e-17
4.7110150471727939e-08	-3.0393231209388131e-17
7.9492162965268781e-08	-2.4112737026070804e-17
1.3310260560385216e-07	9.2395857103778542e-18
2.2114800438900192e-07	1.9964720623130775e-17
3.6458158121042905e-07	1.4975911823347454e-17
5.9635081182832325e-07	1.7610709242497341e-17
9.6779539569821984e-07	2.2283003026605718e-17
1.5581821516193248e-06	-1.2423425353876401e-17
2.4887604478924953e-06	-1.4929745297820318e-18
3.9432500899021050e-06	-1.4525741202862395e-17
6.1973621955583399e-06	9.7460121225263202e-19
9.6608307671651564e-06	4.4499379501566350e-17
1.4936521023216376e-05	2.2835654838623952e-17
2.2902489649220708e-05	1.5816803941977449e-17
3.4824387813471743e-05	2.1409575685935190e-17
5.2507267804051332e-05	5.2817594890438164e-18
7.8497569821653083e-05	-2.5718562453515008e-17
1.1634763991122639e-04	-2.0789375231790553e-17
1.7095627415079039e-04	-1.4578940313817908e-18
2.4899908331086788e-04	-3.9190700736129965e-17
3.5946136740659765e-04	-4.8308779849888429e-17
5.1428297112647580e-04	-7.8115983093317124e-17
7.2911841231695234e-04	-1.0771938103748036e-16
1.0242054995997112e-03	-1.3251210763765973e-16
1.4253207485464825e-03	-1.6424216697072720e-16
1.9647793972653988e-03	-2.0817294094103918e-16
2.6824113430555111e-03	-2.4066074712923292e-16
3.6264122477483907e-03	-2.8328319870727170e-16
4.8539329666206499e-03	-4.1872265066526789e-16
6.4312336878661050e-03	-5.5574962011026794e-16
8.4331974722686859e-03	-7.1884564408468729e-16
1.0941979978653709e-02	-9.4333814903769205e-16
1.4044579985159920e-02	-1.2100435441857046e-15
1.7829163409643835e-02	-1.5251251225879916e-15
2.2380076844079853e-02	-1.8937912139067746e-15
2.7771655897032867e-02	-2.3502474703803595e-15
3.4061168012433599e-02	-2.8630711980128826e-15
4.1281507129041287e-02	-3.4314668090000489e-15
4.9434528151713994e-02	-4.1366604539435862e-15
5.8486093642058291e-02	-4.9173592429062796e-15
6.8363910409730416e-02	-5.7441367166124199e-15
7.8958985475700239e-02	-6.6537632446641903e-15
9.0131016489423066e-02	-7.6450985461736300e-15
1.0171733284241441e-01	-8.6464403302503766e-15
1.1354429334630323e-01	-9.7432031535358202e-15
1.2543953613575590e-01	-1.0827820342319758e-14
1.3724333166370581e-01	-1.1893042541515571e-14
1.4881755438057395e-01	-1.2936084891431872e-14
1.6005136567815093e-01	-1.3929196143876887e-14
1.7086339800713579e-01	-1.4861103265315319e-14
1.8120084605142603e-01	-1.5768547072133843e-14
1.9103626919696673e-01	-1.6667144799409629e-14
2.0036305096257417e-01	-1.7485495337970267e-14
2.0919038835253476e-01	-1.8282639912975219e-14
2.1753848192390812e-01	-1.9020700850202080e-14
2.2543435218096261e-01	-1.9698457393982450e-14
2.3290848316329651e-01	-2.0378192800573011e-14
2.3999232310882376e-01	-2.0948919842487777e-14
2.4671656290292399e-01	-2.1508258165264977e-14
2.5311005798726111e-01	-2.2052695828045427e-14
2.5919924409018630e-01	-2.2585974685485562e-14
2.6500790663311669e-01	-2.3129743260676619e-14
2.7055718572946308e-01	-2.3594146872449016e-14
2.7586572476369808e-01	-2.4026940663644053e-14
2.8094989545198534e-01	-2.4418190226533213e-14
2.8582405347283657e-01	-2.4763394530680632e-14
2.9050079537620366e-01	-2.5101042228717276e-14
2.9499119969722681e-01	-2.5434427739995491e-14
2.9930504366715799e-01	-2.5677492902351614e-14
3.0345099243441576e-01	-2.5927684832722739e-14
3.0743676105860235e-01	-2.6178295063483098e-14
3.1126925137811179e-01	-2.6340686429360287e-14
3.1495466669324818e-01	-2.6457441862449408e-14
3.1849860743089836e-01	-2.6607095007995303e-14
3.2190615082824958e-01	-2.6681440842216159e-14
3.2518191736690916e-01	-2.6754614629525220e-14
3.2833012631461539e-01	-2.6814119911870341e-14
3.3135464235351775e-01	-2.6855869018023100e-14
3.3425901492551446e-01	-2.6849427758328147e-14
3.3704651162117499e-01	-2.6847574946628566e-14
3.3972014668294065e-01	-2.6816760323513494e-14
3.4228270548310880e-01	-2.6781186657748936e-14
3.4473676566725397e-01	-2.6719250550014448e-14
3.4708471551797299e-01	-2.6643129445965220e-14
3.4932876998604867e-01	-2.6529259228761212e-14
3.5147098475082711e-01	-2.6457722591236934e-14
3.5351326860413657e-01	-2.6349375257857165e-14
3.5545739439862878e-01	-2.6252196340583101e-14
3.5730500875893145e-01	-2.6115245006016586e-14
3.5905764072005886e-01	-2.5977484517958206e-14
3.6071670943024897e-01	-2.5850685623417520e-14
3.6228353103333560e-01	-2.5683006391360092e-14
3.6375932482778739e-01	-2.5559112862408884e-14
3.6514521878480261e-01	-2.5442484223294902e-14
3.6644225449565948e-01	-2.5324822555207180e-14
3.6765139160837357e-01	-2.5229876646169962e-14
3.6877351180520829e-01	-2.5109840375670220e-14
3.6980942236539899e-01	-2.4998308785275377e-14
3.7075985935134792e-01	-2.4930140361446731e-14
3.7162549045131815e-01	-2.4869913656758513e-14
3.7240691750715244e-01	-2.4782917494544160e-14
3.7310467875163261e-01	-2.4716157440835538e-14
3.7371925077668344e-01	-2.4673865839207171e-14
3.7425105025061178e-01	-2.4610978320376775e-14
3.7470043539990622e-01	-2.4547557141197603e-14
3.7506770726872651e-01	-2.4511708613881986e-14
3.7535311076705463e-01	-2.4514270680669019e-14
3.7555683551649804e-01	-2.4502308910651595e-14
3.7567901650091529e-01	-2.4486789567616176e-14
3.7571973452732188e-01	-2.4480854927235802e-14
3.7567901650091529e-01	-2.4452209219223366e-14
3.7555683551649804e-01	-2.4430773820177556e-14
3.7535311076705463e-01	-2.4391424436758302e-14
