-1.554235e-06	2.793833e-06	-4.935020e-06	-8.586864e-06	-1.466029e-05	2.468825e-05	-1.690165e-09	2.608554e-10	-5.979885e-10	1.359619e-09	2.991763e-09	6.393124e-09	-1.332519e-08	-2.713168e-08	-5.416861e-08	
1.064085e-07	-2.048008e-07	3.884708e-07	-7.252836e-07	1.331895e-06	-2.411987e-06	4.288036e-06	-7.488334e-06	-1.287641e-05	-2.171556e-05	3.611012e-05	4.657452e-08	4.531785e-10	-1.029132e-09	2.319718e-09	
5.061545e-09	1.072448e-08	-2.215985e-08	-4.472048e-08	-8.847296e-08	1.721716e-07	-3.281866e-07	6.163487e-07	-1.138995e-06	2.069614e-06	-3.707227e-06	6.516711e-06	-1.124812e-05	-1.910875e-05	-3.182378e-05	
5.223123e-05	5.257921e-08	7.813362e-10	-1.757462e-09	3.926712e-09	8.494890e-09	1.784434e-08	-3.654786e-08	-7.309291e-08	-1.432669e-07	2.761518e-07	-5.212376e-07	9.690343e-07	-1.772122e-06	3.185460e-06	
-5.642688e-06	9.805082e-06	-1.672278e-05	-2.805910e-05	-4.613172e-05	7.470901e-05	5.978536e-09	1.336872e-09	-2.977969e-09	6.594460e-09	1.414260e-08	2.944843e-08	-5.977678e-08	-1.184552e-07	-2.299968e-07	
4.390369e-07	-8.204235e-07	1.509574e-06	-2.731343e-06	4.855876e-06	-8.504105e-06	1.460372e-05	-2.460368e-05	-4.076046e-05	-6.613278e-05	1.056371e-04	-1.567082e-08	2.269915e-09	-5.006749e-09	1.098665e-08	
2.335472e-08	4.819876e-08	-9.695067e-08	-1.903324e-07	-3.660201e-07	6.918057e-07	-1.279639e-06	2.329847e-06	-4.169855e-06	7.330285e-06	-1.268867e-05	2.152772e-05	-3.581614e-05	-5.856570e-05	-9.373628e-05	
1.476171e-04	-2.130591e-08	3.824545e-09	-8.351680e-09	1.815790e-08	3.825340e-08	7.823392e-08	-1.559149e-07	-3.031928e-07	-5.773781e-07	1.080335e-06	-1.977613e-06	3.562143e-06	-6.304855e-06	1.095655e-05	
-1.874062e-05	3.140376e-05	-5.157787e-05	-8.321362e-05	-1.313313e-04	2.038157e-04	1.339270e-08	6.394159e-09	-1.382148e-08	2.976856e-08	6.214274e-08	1.259251e-07	-2.486066e-07	-4.787836e-07	-9.027152e-07	
1.671796e-06	-3.027989e-06	5.394559e-06	-9.440241e-06	1.621304e-05	-2.739443e-05	4.532487e-05	-7.346245e-05	-1.168941e-04	-1.818386e-04	2.779529e-04	3.684791e-08	1.060724e-08	-2.269226e-08	4.840818e-08	
1.001174e-07	2.009825e-07	-3.930008e-07	-7.494425e-07	-1.398740e-06	2.563392e-06	-4.592810e-06	8.091104e-06	-1.399541e-05	2.374796e-05	-3.962568e-05	6.471110e-05	-1.034641e-04	-1.623040e-04	-2.487347e-04	
3.742823e-04	5.202645e-08	1.745892e-08	-3.695915e-08	7.807713e-08	1.599557e-07	3.180552e-07	-6.158805e-07	-1.162729e-06	-2.147722e-06	3.894108e-06	-6.900218e-06	1.201739e-05	-2.054087e-05	3.442612e-05	
-5.670834e-05	9.137286e-05	-1.440564e-04	-2.226822e-04	-3.360329e-04	4.974680e-04	1.812658e-08	2.851079e-08	-5.971243e-08	1.248957e-07	2.534151e-07	4.990139e-07	-9.567222e-07	-1.787807e-06	-3.267608e-06	
5.860215e-06	-1.026722e-05	1.767268e-05	-2.984111e-05	4.938252e-05	-8.027609e-05	1.275714e-04	-1.982356e-04	-3.018086e-04	-4.481991e-04	6.523768e-04	-4.174737e-08	4.619097e-08	-9.569363e-08	1.981357e-07	
3.980863e-07	7.761669e-07	-1.473073e-06	-2.724097e-06	-4.925450e-06	8.735340e-06	-1.512834e-05	2.572881e-05	-4.290433e-05	7.008081e-05	-1.123831e-04	1.760679e-04	-2.695338e-04	-4.039473e-04	-5.899795e-04	
