-3.580313e-09	7.324233e-14	-1.868841e-13	4.677879e-13	1.130742e-12	2.656066e-12	-6.095307e-12	-1.369289e-11	-3.022904e-11	6.581560e-11	-1.407444e-10	2.973915e-10	-6.201911e-10	1.275740e-09	-2.595586e-09	
5.199748e-09	-1.027152e-08	-2.002653e-08	-3.816382e-08	7.409470e-08	7.312112e-09	1.785316e-13	-4.522220e-13	1.127435e-12	2.714040e-12	6.349520e-12	-1.451353e-11	-3.247183e-11	-7.139137e-11	1.547886e-10	
-3.296157e-10	6.935037e-10	-1.440007e-09	2.949170e-09	-5.973670e-09	1.191376e-08	-2.342269e-08	-4.545666e-08	-8.645873e-08	1.638990e-07	-1.470659e-08	3.585886e-13	-9.032750e-13	2.238528e-12	5.358532e-12	
1.246545e-11	-2.832888e-11	-6.301234e-11	-1.377181e-10	2.968040e-10	-6.281787e-10	1.313491e-09	-2.710209e-09	5.515141e-09	-1.109805e-08	2.198986e-08	-4.293668e-08	-8.276864e-08	-1.566320e-07	2.940076e-07	
-2.521589e-08	6.862687e-13	-1.716078e-12	4.224529e-12	1.004551e-11	2.321393e-11	-5.240198e-11	-1.157622e-10	-2.512467e-10	5.376409e-10	-1.129694e-09	2.344767e-09	-4.801858e-09	9.696875e-09	-1.936171e-08	
3.805778e-08	-7.370970e-08	-1.409460e-07	-2.647025e-07	4.941803e-07	-6.039706e-08	1.289956e-12	-3.199471e-12	7.819642e-12	1.846364e-11	4.236337e-11	-9.493766e-11	-2.081845e-10	-4.484435e-10	9.522630e-10	
-1.985234e-09	4.087549e-09	-8.302501e-09	1.662600e-08	-3.291397e-08	6.413220e-08	-1.230957e-07	-2.332712e-07	-4.345968e-07	8.028724e-07	-6.135586e-08	2.399242e-12	-5.902486e-12	1.431741e-11	3.355921e-11	
7.643184e-11	-1.700022e-10	-3.699374e-10	-7.906412e-10	1.665498e-09	-3.443773e-09	7.031338e-09	-1.415955e-08	2.810630e-08	-5.514301e-08	1.064532e-07	-2.024107e-07	-3.798630e-07	-7.010605e-07	1.283381e-06	
-7.957776e-09	4.425942e-12	-1.079768e-11	2.599202e-11	6.046849e-11	1.366816e-10	-3.016803e-10	-6.513379e-10	-1.380910e-09	2.885068e-09	-5.915429e-09	1.197401e-08	-2.390052e-08	4.701323e-08	-9.138220e-08	
1.747372e-07	-3.289796e-07	-6.112679e-07	-1.116883e-06	2.019634e-06	3.586372e-08	8.102739e-12	-1.960068e-11	4.681558e-11	1.080871e-10	2.424475e-10	-5.309510e-10	-1.137205e-09	-2.391342e-09	4.954390e-09	
-1.007135e-08	2.020753e-08	-3.997182e-08	7.789969e-08	-1.499815e-07	2.839931e-07	-5.293227e-07	-9.734073e-07	-1.759839e-06	3.149059e-06	-4.531349e-09	1.472430e-11	-3.531114e-11	8.367526e-11	1.917012e-10	
4.266605e-10	-9.269750e-10	-1.969353e-09	-4.106893e-09	8.436439e-09	-1.700042e-08	3.380563e-08	-6.625661e-08	1.279092e-07	-2.438808e-07	4.572036e-07	-8.434194e-07	-1.534681e-06	-2.744297e-06	4.852211e-06	
-1.117174e-08	2.655825e-11	-6.313524e-11	1.484127e-10	3.373612e-10	7.449352e-10	-1.605473e-09	-3.382806e-09	-6.995175e-09	1.424568e-08	-2.845275e-08	5.606491e-08	-1.088580e-07	2.081367e-07	-3.929324e-07	
7.291614e-07	-1.331028e-06	-2.395864e-06	-4.236617e-06	7.402240e-06	-2.875364e-08	4.754785e-11	-1.120322e-10	2.612189e-10	5.890831e-10	1.290379e-09	-2.758354e-09	-5.763549e-09	-1.181645e-08	2.385344e-08	
-4.721392e-08	9.217384e-08	-1.772699e-07	3.356314e-07	-6.272548e-07	1.151956e-06	-2.080354e-06	-3.703456e-06	-6.474004e-06	1.117321e-05	1.706107e-08	8.449214e-11	-1.972938e-10	4.562306e-10	1.020597e-09	
